clean_text,label_encoded
sy barusan terkena penipuan pd transaksi tolong pengamannya lebih ditingkatkan,0
keren,2
komplain tidak ada tanggapan dari pihak tokopedia,0
pesan tanggal batal otomatis tanggal tanggal transaksi menunggu dan saldo belum dikembalikankomplain engga bisa dan gda pilihanaplikasi gila,0
tokopedia ongkir nya mahal gak kaya yang sebelah harga barang mahal aplikasi berat dan pelut diskon uninstal aja,0
tokopedia top markotop pokoknya,2
banyak penipu di aplikasi lu dengan rating palsu harus di urusin jgn cuman cuan doang yg dipikirin gimana cara nya masyarakat percaya kembali dengan digitalisasi toko hijau,2
untuk yang sekarang tidak berat nicceee banget lah tapi minta dilancarin aja kalo masuk pertama,2
kecewa sama apk tokopedia setiap mau top up gemes sama pulsa transaksinya di batalin trussama saldo nya di kembaiinbikin emosi aj 😡,0
akun tokped saya di blokir gara² ada oknum yg mencoba msk ke akun saya udh bikin keluhan ke cs tp gak ada penyelesaian sama sekali padahal itu akun udh lebih dr thn,0
good,2
mantuuuuuuuuuul,2
puashati,2
kasih peta map napa kek sebelah,1
tidak bisa dipakai pesan promonya lama hilang,0
tolong bantu saya pengembalian dana waktu itu pembayaran via virtual acount pembayaran sekitar rb lebih,0
sulit banget buat komunikasi dengan costumer service nya,1
waktu untuk membuka aplikasi kali dibanding aplikasi shp lebih baik tutup saja,0
ok,2
tes dulu,1
tokopedia mantap transaksi mudah banyak diskon dan promo yang menarik pokoknya,2
tidak mendukung umkm seller kecil jadi lbh susah di banding sebelum merger dgn tiktok,0
nice sudah ada perkembangan,2
hati hati transaksi lama,0
good,2
pertama kali beli di sini udah kena tipu tampilan di aplikasi tidak tertata sehingga pengguna baru kesulitan menemukan toko yang amanah lebih banyak yang nggak amanah udah chat ke penjual sejak hari pertama checkout tapi ga ada balasan tiba udah menunggu diserahkan ke kurir baru balas udah gitu bilangnya stok kosong kan bisa ditolak ajaaa sebelum dikonfir,0
mantap,2
bayar cod dong adakan,1
tuh kebukti balesannya aja gw tanya menu minta bantuan admin gk ada balasnya tentang login tokopenyamun,0
sangat cocok untuk anda belanja,2
bagus,1
sering tidak update otomatis harus refresh manual,1
bagus banget aplikasi ini,2
metode pembayaran di akun saya semakin sedikit gak ada metode cicilan,2
ui enak sistem bagus security proteksi bagus banget cuma tolong dong kalo buka aplikasi jangan langsung direct ke produk tertentu gitu contohnya skrg hp techno,2
banyak diskon,2
top,2
sudah bertahuntahun pakai aplikasi ini makin kesini makin lemooottttttt,2
bagus,2
min saya ada pesanan sudah di bayar tetapi pesanan belom di buat mohon di bantu,0
aneh nih apk udh di hapus aplikasinya ga punya tiktok tibatiba datang paket,0
respon nya bagus cepat,2
ongkir pake reguler serasa pake yang ekonomi mana udah bayar mahal ongkirnya b aja dlu untuk mu apk hijau beda skali sama apk orens biar overload tetap normal pengirimanya terlambat yah pling hari aja,0
ok,2
banyak toko yang barangnya kosong tokopedia tidak melakukan pemeriksaan atau audit,0
mantap,2
gampang pembayarannya pakai gopay,2
mantap bisa dipercaya,2
banyak penjual kalau di chat balesnya laaaammmbbbbaaatt sekali bahkan ada yang tidak di balas sama sekali kaya gk resposif jadi langsung mikir ni penjual niat jualan gk sih udah di tunggu hari gk ada balesan ya udah sih itu aja dah lah males belanja pake app ini lagi 🐄💨,0
sampah,0
bagus pelayanan nya,2
aplikasi lemot ga ada gratis ongkir medit banget,0
ok,2
bikin ekspedisi sendiri biar bisa gratis ongkir percuma harga murah tapi ada onngkir,0
bagus,2
best,2
iklannya langsung buka aplikasi anjir,0
belanja hemat ya d tokopedia aja,2
baru juga sekali pakeudah ditahan aj dananyapenanganannya lamaudah jelas namarekening dan history pembeliannya berhasilmosok narik uang sendiri pake acara ditahan segala,1
pelayanan cs tokopedia buruk,0
bagus amanah terjangkau selalu ada kejutan,2
baik,2
punya bonus tiktok lumayan banyak tapi ketentuanya cuma bisa dipakai ℅ per transaksi mending ga usah sekalian,0
tetbaik,2
awal awal dulu enak aja penanganan dari team tokpedtpi sekarang jadi kacau penanganan jelek parahmasak udah harian barang gk datang padahal udah sya bayarchat admin tokped tapi gk ada kejelasan uang juga gk kembali untuk pengguna lain sebaiknya hati hati kalau bisa pakai aplikasi sebelah aja kalau blnja,0
ok,2
tokped rekomen tuk belanja barang berkwalitas respon jg baik sejauh ini semua berjalan baik,2
mantap,2
senang belanja di tokopedia semua barang ada,2
kejar diskoooooooon 🥰🥰🥰,2
tampilan interface iklannya rapi dan bagus gak menutupi konten aplikasi nya pun gampang dimengerti penggunaan nya cocok dapat bintang,2
niat ga sih bikin promo mau topupml kena pengembalian dana mulu akun udah ganti tetep aja ga berubah,2
belanja murah dan mudah tinggal kliiik nyampe dirumah,2
baik,2
gimana cara komplein top up emoney dari tokped di proses terus dari pagi sampe malam padahal duit udah di tarik tapi ga masuk masuk ke emoney nya jawab tokped,0
server makin lama makin kesini ngga jelas beratbikin cepat panas hp bentar bentar ganguan,1
top,2
jaringab error mulutolong di perbaiki padahal pakai wifi,2
semoga ga barang sesuai,2
lelet banget padahal buka apk lain bagus lancar udah gitu proses komplain di persulit banget lagi,0
sabar baik,2
pelayanan yang cepat dan akurat tks,2
tokopedia mantuuul,2
sangat membantu dlm belanja kami,2
bagus,2
buat buka aplikasi super lemot padahal jaringan bagus buat buka online shop lainnya lancar tolong dong di perbaiki,0
mantap,2
update tp makin berat ga optimize sm sekali kah ga cek performance api apps nya,1
jd harus belanjanya ke toko sebelah dulu krn harus update aplikasi sementara memory sdh penuh😞😏 challenge but have to do📛 happy new year🎉 💫,2
semoga sesuai dengan harapan baru order semoga amanah,2
murahhhhhh,2
sangat membantu dalam belanja online,2
aneh banget makin kesini makin pelit vouchernya biasanya tiap hari ada voucher gopaylater sekarang sudah tidak ada padahal pengguna setia gopaylater pembayaran selalu tepat waktu tidak pernah nunggak bikin kecewa aja,0
saat ini untuk urusan persaingan promo dan kupon diskon kayaknya tokped udh ngk mikirin lagi semenjak isu mau dijual sahamnya ngak pernah ada lagi promo kupon yang gilagilaan kaya di periode januarinovember kayaknya udh saatnya pindah aplikasi kalo emang sekarang udah ada pergeseran di fokus menejemennya ngak penting lagi customer centric,1
jangan terlalu sering di update bikin kesel aja ini aplikasi,1
okeeeeeee,2
makin kesini aplikasi makin berat aj sihsering bug,2
wih skarang makin mantab tokopedia 😘😘,2
top lah,2
sangat cocok utk belanja secara online dan dengan mudah secara pembayaran bagi para konsumen semoga tokopedia selalu sukses lancar dan menjadi aplikasi belanja online nomor di indonesia,2
baguessss,2
makin di update makin cacat susah bgt buat pembayaran padahal sinyal bagus,0
lebih bagus yg dulu jualan gk ribet ini ribet sekali baru saja pengn jualan satu biji saja ribet amat klo dulu gampang satu aplikasi dah bisa beli sama jualan yg sekarang harus maauk tiktok lah konfirmasi ini itu,0
saya sudah lama pake aplikasi ini sangat membantu,2
memuaskan,2
mantap,2
kepada tokopedia di akun saya terdapat kendala dimana menyebutkan alamat terlalu jauh tidak ada kurir yang menjangkau tolong untuk segera diperbaiki posisi saya masih di pulau jawa provinsi jawa tengah dan nggak pelosok pelosok amat shope aja masih bisa jangkau kok ini enggak ini gimanaa,1
dikasih notif promo mau beli lah kok promonya tidak berlaku silahkan transaksi tanpa promo abal sih promonya ini aplikasi,0
lumayan bagus,2
keren,2
gabisa dibuka cuma di loading screen terus keluar hp saya android dan ram gb tolong gimana ini,0
sangat suka belanja disiniterbantu sekali terima kasih 🙏,2
tokopedia oke,2
lumayan untuk cari representasi,1
promo tidak berlaku silahkan transaksi tanpa menggunakan promo trus ngapain ada promo nempel di akunku wah cari mangsa buat nipu ini aplikasi,0
maaf tpi knp akun saya yang lama ilang trus pas bikin ulang g bisa ampe susah saya bahkan pas saya udh bisa disuruh bikin alamat g bisa alamatnya disuruh pake huruf angaka ama tpi ketika sudah tetap g bisa ini gmn ya saya punya aplikasi ini sama aja kyk cuman pajangan tolong di liat²tin ulasan²nya agar bisa membuat aplikasinya lebih nyaman di pakai orang🙏,0
saya pengguna lama toped skrg terlalu sering gangguan dirumah toped nanti tak ubah ratingnya kalau udah bener g ngebug terooos,0
kurang canggih sekarang jaman nya bayar pakai qris tapi tokped gak bisa kalah sama warung klontong madura dan tukang cilok dkt rumah gw,0
bagus,2
okay,2
pihak tokopedia sangat tidak membantu saya ditipu hampir jt tapi saya tidak bisa dapat bantuan dari tokopedia penjual membatalkan tapi dana pembelian tidak kembali,0
harga jauh lebih mahal dari shope padahal toko yang sama dan barang yang sama tapi harga jauh lebih mahal di tokopedia saya bandingkan kan harga barang di tokopedia hampir semua nya lebih mahal,0
saya pengguna keduanya antara si ijo dan si oren mau dilihat dari sudut pandang manapun si oren jelas lebih unggul dibanding si ijo,0
tolong diperbaiki pesan selalu tidak bisa dibuka,2
tidak mendapatkan diskon pengguna baru,0
bagus,2
aktivitas pembelian komplain sangat mudah dan terbantu,2
apk pelit promoo asli belum kadaluarsa lo promonya malah disuruh beli tanpa promoo percuma bagi bagi promoo ngentdd,2
👍👍👍👍,0
praktis dan efisien,2
ok banget,2
mamtabb,2
kepada pt tokopedia kenapa saya beli pulsa dari aplikasi tokopedia dari jam wib sd jam wib tanggal januari belum masuk juga pulsanya saya sangat kecewa padahal pulsanya sangat penting mau di pakai buat telpon,0
pas yang dituju,2
memudahkan transaksi mkasih tokopedia,2
barang disini mahal² awalnya murah tapi pas mau di co jadi mahal banget,1
apk berat,0
mantep,2
sangat membantu kebutuhan,2
ok baguss,2
sampah toko power dapat melakukan penipuan sistem bobrok,0
mengecewakan mending toko sebelah yang cashback bisa buat potongan hargagk ada syarat²,2
bagaimana caranya isi saldonya,0
mantap,2
makin makin di tokped barang cek out seminggu yg lalu gk dikirim kirim penjual dibiarin aja ama tokped udah gtu gk bisa cancel lg buang buang waktu ni belanja ditokped mau belanja ke yg lain takutnya tiba tiba ini fikirim serba salah asli nyesel mending shopee kemana mna sih kebijakannya,0
pesanan saya di cancel mulu ama kurir nya,0
tidak pernah dapat promo ataupun bebas ongkir,2
sy akan menggunakan aplikasi ini,2
toko nya amanah semoga tetap jaya aamiin🤲🤲🤲,2
mantap,2
bagus,2
apaan promo tidak berlaku silahkan belanja tanpa promo kalau kagak ada promo jangan tunjukin harga murah dari awal bgst habisin waktu aja mending beli pakai aplikasi lain,0
bagus,2
bagus,2
promonya hilang pas jadi mau beli eek,0
aplikasi nya berat banget di hp ram gb,0
jangan kasih diskon pa kalau tidak bisa beli pakai diskon bikin aplikasi tapi tidak mau dipakai aneh,0
bagus,2
ga bisa check out pindah beli di toko lain malah diskon dan bebas ongkirnya hilang aplikasi apa ini,0
dipakai check out diskonnya langsung hilang aplikasi penipu harga,0
bagus,2
uang saya tidak kembali barang yang saya beli di kembalikan ke penjual secara sepihak dan dana saya tidak kembali rb alasannya biaya ongkir tidak dikembalikan padahal bukan saya yang batalin pesanan kenapa saya yang tanggung ongkir nya,0
ada masalah dengan penjual yang diterima via ekspedisi resmi tokopedia hanya nota barang yang dibeli tidak diterima tapi status pembelian telah selesai tidak ada solusi dan peran mediasi dari tokopedia hanya disuruh berkomunikasi dengan penjual yang sepertinya tidak ada itikad baik ngasih ulasan negatif ke penjual tidak bisa selalu ada notifikasi kesalahan jaringan lengkap sudah ketidakprofesionalan tokopedia cukup terakhir ini bertransaksi di tokopedia,0
bobrok reset pin aja gak masuk² di wa,0
gimana ini tak ada kontak masuk baik sms atau telpon ke pelanggan tiba dari kurir mengatakan pengiriman pertama gagal akan di kirim ulang padahal gak ada berita apapun,0
mantabsetiap transaksi lancar,2
oke,2
good,2
woi server itu di upgrade lah masa hampir setiap beli barang gagal terus transaksi nya dan harus di coba berulang kali padahal internetnya udah rarusan mbps loh,0
tetap lancar dengan berbagi bonus kiriman instant ok joss,2
makin lama makin gak jelas nih aplikasi,0
woi gw mau main game keganggu sama iklan lu terus,0
sangat membantu sekali,2
sangat membantu,2
aplikasi jelek udah pilih lama malah beda harganya waktu mau check out,0
kecewa banget sama tokopedia mana baru ngaktifin langganan plus malah di hentikan dana gak dikembalikan lagi jadi gak mau lagi belanja disini,0
lelet bet buka dm susah amir,1
toko pedia ini sangat bagus,2
minyk sunco kena kmurh bgt,2
setelah update aplikasi makin berat pencarian akurasi menurun banyak seller harga ngawur sayang sekali,0
jaringanya lemah padahal buka yt kualitas k panjang menit menit kelar eeeh buka ini pake acara gagal gagal eror eror gajelas,0
mending shopee dari pada ini,0
aplikasi nya orang bodoh isinya tipuan dan jebakan tolong bagi pengguna shop online lebih jeli lagi saya sarankan stop berbelanja di tokopedia karna masih banyak shop online yang lebih baik 🙏,0
bagus,2
ok,2
jangan dwh belih hp di sini,0
cust service slow respon dan jawabannya itu saja,0
isi pulsa dibatalkan kok saldo gopay nya ga diganti kecewa berattt ih tokoped,2
semenjak merger tiktok pesanan instant yg biasa cri driver instant menit skrg bisa sampai jam dan tolong kasih fitur bisa lihat nomor wa driver biar seller bisa hubungin driver,0
saya kecewa dengan tokopedia pada hari selasa desember saya melakukan transaksi pembayaran bpjs tapi ternyata blm berhasil padahal keadaan darurat anak saya sedang dirawat di rsud cengkareng butuh respon secepatnya dari tokopedia untuk ditindak lanjuti segera agar kami bisa melakukan pembayarannya dan dana nya bisa di refund ketika tidak berhasil dibayarkan terima kasih,0
mau beli aja terjadi kesalahan pada server terus,0
mantap cepat respon nya,2
barang barang di tokopedia bagus bagus dan berkualitas tinggi,2
oke,2
kenapa tokopedia tidak bisa memilih kurir saat ceckout ini membuat saya persen suka di warna orange karena bisa memilih kurir dan memilih biaya pengiriman dari yang nol rupiah sampai yg mahal jadi memilih kurir itu sangat penting untuk pembeli jika tokped masih mempertahankan sistem kurir di pilih aplikasi tokopedia siap siap jatuh rugi besar nantinya masa ga mau niru si orange yg oke banget bisa milih kurir dan milih biaya pengiriman,0
gratis ongkirnya nanggung kalah sama toko sebelah,1
bagus banget aplikasi ini ⁠≧⁠▽⁠≦⁠ 👍🏻✨✨,2
ok,2
harga yg normal klo bisa sering free ongkir,2
sip mantap,2
voucher ongkir gapernah ada dan gapernah tersedia pdhl pngn beli sesuatu tapi udah setengah tahun gak ada voucher ongkir sama sekali bahkan untuk pesanan rb keatas gak dapet potongan ongkir dan gak ada voucher tokped makin kesini makin pelit apalagi untuk akun yang udah lama sangat pelit gimana orang gak beralih ke aplikasi sebelah klo gini trus,0
saran saya buat tokopedia setiap orang membuka aplikasi tokopedia langsung diarahkan ke feed video seperti aplikasi shopee mohon diperbaiki karena orang lebih suka video produk dan affilitor semangat berkonten tks,2
pelayanan untuk konsumen harus slalu pasti tepat waktu sesuai estimasi tiba untuk seler yg nakal kirim barang hoak baiknya di banned saja mkasih🙏🛵🤠👍,2
ok,2
keren bust harian berbelanja,2
hallo tokopedia kenapa ya pada saat transaksi waktu pembayan selalu eror seperti pada saat ingin memilih pembayan memalui apa itu terjadi eror,2
very good,2
notifikasi pesannya masuknya pas dateng barang dan barang harganya terlalu mahal,0
mantap,2
platform lebih melindungi penjual penipu daripada pembeli urusan meminta dana dikembalikan sangat ribet dan lama dan tidak ada kepastian,0
aplikasi belanja paling parah apalagi jasa kirim nya saya sampai hilang juta gara jasa kirim tokopedia parah banyak penipu na,2
jarang memakai,2
jossss jisssss,2
sering banget spam notifnya,0
desember transaksi beli parfum gpi paket diterima pecah proses resolusi hari belum ada progres sangat mengecewakan,0
jarang gratis ongkir ongkir mahallll,2
bagus sii,2
masak saya download aplikasi ga ada garis buat scan qr,0
ok,2
berat banget nih app padahal hape udah kuat lama kayak si oren jadi app buat benchmark hp parah,0
gak bisa bayar esamsat jawa barat sejak pagi sangat mengecewakan 👎🏻,0
tokopedia mantap,2
kacao parah ni toped makin ga jelas saja daftar disuruh masukin kode pin sudah di masukin tapi ga bisa parah ni uninstal saja ga ada manfaar nya sama sekali,0
the best aplikasi,2
kurir lemot bgt,2
tolong untuk toko yang diikuti otomatis urut sesuai abjad sama langganan untuk plus jangan terlalu mahal,0
penjual harus berikan stok nyata di halaman produknya kami pembeli hanya lihat stok masih ada cukup lumayan jadi kami pesan dan tf ternyata stok habisss untunglah saldo kembali tapi ini menghabiskan waktu,2
waktu pilih barang ada promo blabla bla begitu bayar promo tidak berlaku anda bisa berbelanja tanpa promo jadi males belanja disini,1
sayang masih banyak penjual hoaxyang tidak bisa merealisasikan orderan,2
top bgt 👍👍👍,2
ni apk banyak gangguan mau search kok error conected ga ada padahal buka shopee lancar pencarian muncul,0
jelek banget spam notipikasi penipuan lagi banyak pesan sistem konfirmasi pesanan tertunda dan lanjutkan tapi kalo di klik malah iklan listerin jelek banget user interfacenya 💔 kalo ada bintang minus ini ku kasih kecewa banget dan ga mau lagi pakai aplikasi ini lagi,0
mahal bet tu ongkir,0
pembayaran mudah,2
makin kesini makin susah pakai refund dana,0
aplikasi belanja online terbaik,2
good,2
tokopedia keren,2
mantap bosssss,2
bagus bisa belanja tanpa khawatir apa apa dan selalu amanah,2
bagus banget,2
bjir berasa kena tipu promo cashback saya kira bakal jadi saldo gopay coin ternyata mesti di belanjaain mana ga bisa di pake full langsung malahan cuman kepotong product dana cashbacknya 😅,0
mantap banget,2
sekarang banyak akun seller penipu,1
sangat membantu dalam melakukan proses transaksi semua barang udh terverifikasi jadi aman kalau mau belanja,2
apk jelek gak ada gratis ongkirnya dan lama untuk pengiriman barangnya,0
good,2
aplikasi ini cukup bagus,2
keren,2
turun aja bintangnya krn cicilan dana tidak ada,0
makin parah aja belanja di sini mau tanya stok ke penjual aja sunyi senyap gada balasan pesan barang beberapa kali setelah melakukan pembayaran barang sering tidak dikirimpembatalan oleh penjual benar mengecewakan apk sampahh kapok belanja disini,0
tokopedia satu developer ya sama duolingo,2
memelihara penipuan dan tidak menindak lanjuti penipuan respon admin customer service saat ini sangat mengecewakan tahun lebih menggunakan tokopedia untuk bertransaksi agar terhindar dari penipuan namun saat ini sangat kecewa karna tokopedia memiliki sistem yang lebih menguntungkan bagi sang penipu bukan menggunakan skema pihak ke tiga yang dapat menetralisir penipuan,0
oke semoga barang sesuai pesanan konci ring mm,2
gopaylater tdk bisa digunakan,0
terimakasih seller,2
kepada tokopedia untuk pengiriman gosend nya tolong di urus agar tidak meminta uang parkir segalasaya gak tau tokonya ada dimana,2
aku suka belanja di sini,2
ribet bgt refound doang,0
sangat membantu,2
belanja online yang baik serta memberi diskonnya layanan antar sesuai jadwal pengiriman dari luar kota ada juga dapat gratis atau diskon ongkir,2
pas buka metode pembayaran apapun nge lagnya minta ampun udah menit lebih ga muncul muncul pembayarannya,0
bagusss,2
banyak penipuan tokonya payahhhh,0
pelayananya cepat dan tepat harga barang sesuai kuwalitas,2
sangat membantu,2
semoga toko pedia amanah,2
baguslumayan,2
belanja mudah ndak ribet,2
baru pertama kali ini menggunakan aplikasi ini masih uji cobauntuk sistem jaringan tokopedia lemot kadang konek kadang tidak tolong tingkatkan lagi sistem jaringannyapadahal jaringan di daerah kami sudah bagus,1
apl toped sllu di genggam an ku membantu dari segi rumah tangga kebutuhan apa sj ada semuanya cukup klik apa yg kita cari ada di sini simpel praktis ga repot is the best toped,2
saya baru saja melakukan belanja pembelian pulsa dan pembayaran air dengan metode pembelian pembayaran sekaligus dana dari bank sudah terpotong total ribuan dan status berhasil namun tidak ada pulsa masuk padahal saya isi nomor hp berbeda tidak ada notifikasi juga dari tokopedia bahwa transaksi berhasil sepertinya saya harus berhenti pakai tokopedia sejak dikelola tiktok jadi banyak gk jelasnya manusia untuk cs aja gak ada hanya template jawabanya,0
bagussssss,2
sangat membantu untuk kebutuhan seharihari,2
semoga amanah terpercaya,2
sangat membantu,2
toko pedia sangat membantu kemudahan belanja,2
luar biasa,2
sebelumnya saya tidak bermasalah belanja di toko ini kemaren kena tipu sampe juta lebih saat saya komen di ig tokepdia selah beberapa lama ada yg nelpon dari pihak tokopedia care awalnya mau membantu pengembalian dana eh malah saya kena tipu dan sampe sekarang no simpati saya di salah gunakan sampe meminta transferan uang ke no tersebut,0
aplikasi sampah sudah bayar mahal mahal ongko kirim reguler dengan lion parcel malah pengiriman nya lebih dari minggu pesanan ditolak malah ongkir gak di kembalikan malah nyalahin pembeli karena menolak kiriman yang lebih dari minggu baru di antar dengan bayaran ongkos kirim reguler ratusan ribu memang aplikasi sampah cukup kali ini saja dan langsung tutup akun,0
good,1
ngebug mulu sekarangsoluainya gada bikin terhambat,0
sudah berbulan g belanja d tokped sekali nya mau belanja lagi eech seller pada g ngirim buat apa buka aplikasi toko d tokped d chat juga g ada balasan ada banyak seller seperti itu tolong buat tokped kl seller g niat jualan blokir aja tokonya,0
sy akan menggunakan aplikasi ini,2
bagus sekali,2
sekarang setelah di upgrade apk berjalan sangat berat padahal sinyal wifi dan kuota kenceng dan tolong adakan lagi kolom diskusi ny bukan fitur chat,1
apk cacat tiap kali aku keluar akun mau masuk lagi ke akun yang sama malah gak bisa punya masalah apa ini developer padahal akunnya cuma di hpku gila ya yang bikin sistem login,0
👍,2
tahun bersama tokopediaskrg sdh tdk lagi kayak dulu kalah dgn toko lain aplikasi berat harga mahal ongkos kirim mahal potongan untk penjual jg tinggi mau jualan ribet tokopedia seller di ubah sehingga byk data yg hilang,0
saya kecewa dengan hasil penanganan komplain informasi produk pada judul foto dan deskripsi tidak konsisten namun keputusan lebih mengutamakan pilihan varian tanpa mempertimbangkan potensi misinformasi ke pembeli sebagai pengguna lama saya berharap perlindungan konsumen dan kejelasan informasi produk bisa lebih diperhatikan,0
hati di tokopedia kalau pesan barang gak di antar malah parah nya lagi kurir nya main batalin pesanan secara sepihak untung saja aku gak bayar dluan auto uninstall,0
mahal anjai,0
tolong untuk menyambungkan tokopedia ke gopay pakai wa saja karena mayoritas nomor sudah mati karena sekarang mayoritas pakai paket data atau wifi,2
kurangi iklanya,1
pesan barang sdh minggu lebih gk sampai alamat jelas di hub kurir pun gk tau barang kembali ke penjual krn gagal kirim coba mau liat smpe jan balik gk dana nya😠,0
bagus,2
tidak bisa menambahkan nomor telepon sudah livechat tetap belum ada solusi,0
ok,2
okeh,2
harganya tidak sesuai sebelum dan sewaktu checkout hati hati pakai aplikasi ini harganya scam,0
tolong ya sistem di upgradekatanya hari nunggu refundtp dana blm kembali live chat jawabannya itu aja gak kasih solusi kita chat krana sdh hr penjual gak respontoko penipuan banyak yg kena akhirnya pd lapor skrng toko ditutupblokir permanen oleh tokopediarefund barang agar dana balikyg jual udh ke blokir tokopedianasib gw gmn lihat di aplikasi msh bbrp hari lgtgl desember otomatis disetujuiterus balikin barang kmnpasti ribet lg buat live chat 😩 seharusnya profesional lah,0
mantap barang orilayanan baik pokoknya beli di toko pedia aman amanah,2
diakon dikasih sendiri tapi dibuat checkout hilang aplikasi ga guna,0
ga niat jualan ini masa orang beli diskonnya hilang,0
tidak karena aplikasi ini adalah sangat penting dalam menjalankan tugas apa pun agar lebih mudah dan cepat untuk menjelaskan secara detail dari produk yg dijual gitu bu itu aja galebih,2
mantap min aku suka belanja di tokopedia ui nya juga kerenn info loker di pt tokopedia😭🙏🏻,2
bagaimana cara menghapus akun lamanya biar bisa digunakan di hp yang baru tapi no hp tetap soalnya no hp nya tidak bisa aktivasi di akun hp baru,2
banyak bug mau beli diskonnya hilang di halaman check out,0
jossssss,2
akun di hack saldo hilangga ada sistem keamanan,0
titik lokasinya gak jelas tidak sesuai titik lokasi saya saat ini,0
loading lama,0
layanan ok,2
oke buat belanja segala kebutuhan,2
𝙗𝙖𝙞𝙠,2
membantu,2
dulu andalan sekarang rongsokan,0
mantap sekali tapi harganyah kaga ngotak,2
sangat membantu,2
emang begitu ya kalau pake diskon tiktok belum ada menit perasaan diskonnya suka ilangan diskon nambah k aja segitu gak konsisten nya aplikasi di reset dikit tau tau diskon ilang segitu ga niatnya ngasih diskon lagian kadang harga jual barang asli sama diskon juga jatuhnya bohong pake diskon dikiranya bener diskon taunya harga asli emang segitu,0
ongkirnya kurang merakyat segala expedisi tinggi smua kalah sama shoppe yg bisa memberikan ongkir pengirimannya,0
kompensasi yang di janjikan oleh toko pedia dari tanggal november sampai hari ini tanggal desember tidak juga di cairkan sudah di hubungi center nya gak ada kejelasan juga penipu,0
good,2
tokopedia sekarang udah g ada gratis ongkirnya mau belanja beberapa brang pake ongkir semua jadi mahalan ongkirrr,0
aplikasi belanja yg mudah digunakan,2
sangat buruk beda banget sama apk sbelah,0
tokped sekarang cashback nya sampah dan ampas😑😑😑cashback k bisa dipake cuman buat diskon dr barang yg di toko tertentu mending coin gpay bisa buat belanja lagilahh sekarang jadi lucu gini😆😆😆rasanya gelii diskonan pake coin tokped sekarangtepatnya gimick berupa cashback,0
saldo refund tidak bisa ditarik akun seolah olah dibekukan tidak bisa bertransaksi apapun sudah hari tidak ada progres sama sekali,0
baik,2
mantab,2
barang lama bgt datang nyaaaa aasuuuuuy,0
dear tokped perlu di tingkatkan lagi fitur dalam apk tokped agar jadi lebih baik lagi sekarang apk tokped ada banyak kendala salah satu masalahnya sering kode eror ulangi beberapa saat lagi untuk refresh masuk halaman juga lama,2
pelayanan ok,2
ntap,2
top up kartu jak lingko jakcard sudah ku bayar namun belum masuk saldo kartu jak lingko,0
ok,2
gud,2
jadi iklan mulu di depan muka gueeee,0
selamanya fine fine saja,2
mending apus deh ini si ijo aplikasinya jadi lag parah mana ga ada promo menarik,0
estimasi nya dari tanggal dec tapi ini paket nya ngga kunjung sampai besokbesok ngga lagi pesan apapun di tokopedia,0
tokopedia skrg kog gada point harian yaaa gada diskon ongkir jg ongkir mahal juga klo kasih ulasan pembelian juga tidak ada point nya jadi males aja😏😏,0
aplikasi sering error pencarian sering gagal padahal buka aplikasi lain lancarlancar aja,0
saranku ni min kalau bisa ongkirnya itu yang masuk akal lah masak iya habis buat di ongkirnya doang barang murah ongkir melebihi harga barang bahkan hampir × harga barang jadi tolonglah kasih ongkirnya yang ngotak kalau perlu gratis ongkirnya tu di kasih gratis jangn cuman di tulisan voucher nya gratis ongkir tapi gk gratis ongkir,0
rekomended kalau untuk kepercayaan pelanggan,2
tolong expedisi sapexpress di coret dari tokped gila ini expedisi lemot hari baru di pickup paket saya,0
barang bekas ko di jual ke orang untung buat nyoba apk ini aja ternyata bagus di sebelah kalau utk kualitas barang sangat memuaskan dan produknya baru,0
setelah update jadi sangat lemot aplikasi nya,0
ada apa dengan aplikasi tokopedia ku setiap kali buka aplikasi loading trusss malah yang muncul smua gambar foto retak,0
hadeh tokopedia pls deh jangan mempersulit buyer mana banyak seller penipu aduhhh tolong dong ini dana saya ditahan yang katanya batal otomatis tanggal desember tapi sampai skrg malah blm batal dan dananya blm balik juga udh saya ajuin komplain tapi malah disuruh nunggu sampai tanggal desember lagi ini kalau sampai tanggal dananya gak langsung balik sih aduh gatau lagi dah gimana parah deh pokoknya,0
tokped lagi eror kali yah kali buka setiap buka suruh loging aneh giliran loging ga bisa jawabannya jaringan ygdi permasalahin jaringannnn terus,2
selalu di gunakan,2
pengiriman cepatseller gercep praktis metode pembayaran juga praktis bnget seneng banget kalo beli online lewat sini tidak mengecewakan sama sekali,2
tx tokopedia hadiah saldo tokopedianyarp sukses selalu 🥳🎉🥳,2
pilih lama lama tapi ga bisa checkout aplikasi apa ini,0
sangat membantu,2
tolong diperbaiki aplikasinya lama tambah lemot kebanyakan iklan promo atau game yg malah bikin pengalaman belanja gak nyaman lancar,0
apk yang sangat berguna tinggal klik maka barang pun akan di kirim dan diskon nya pun kaga pelit lagi jadi cocok buat kalian yang cari barang murah dengan kualitas yang terjamin tunggu apalagi download sekarang ya ☺️☺️,2
bugnya ngeselin banget masa gw udh make wifi masih aja ada tulisan koneksi bermasalah,0
aplikasi nya makin berat,1
selalu ada ongkir mahal gak kaya lazada dan shopee,0
semoga bermanfaat,2
aplikasi berjalan dengan lancar,2
